ein,Org Name,label,clean,token
392007413,FRIENDS OF NOAH INC WISCONSIN,0,friends noah inc wisconsin,friend noah inc wisconsin
810695153,SOUTH ASIA INSTITUTE,0,south asia institute,south asia institut
43484132,MASON RICE ELEMENTARY SCHOOL PTO,0,mason rice elementary school pto,mason rice elementari school pto
113837839,BACK TO SCHOOL PROJECT,0,back school project,back school project
43770110,VISION PROJECT INC,0,vision project inc,vision project inc
330031000,NATIONAL ORIGANIZATION OF BLACK COUNTY OFFICIALS INC,0,national origanization black county officials inc,nation origan black counti offici inc
581623147,EMILE T FISHER FOUNDATION FOR DENTAL EDUCATION IN GEORGIA INC,0,emile fisher foundation dental education georgia inc,emil fisher foundat dental educ georgia inc
956221642,EASTMONT COMMUNITY CENTER,0,eastmont community center,eastmont commun center
521703333,CATHOLIC ENGAGED ENCOUNTER OF WASHINGTON INC,0,catholic engaged encounter washington inc,cathol engag encount washington inc
731506789,MU ALPHA THETA EDUCATIONAL FOUNDATION INC,0,mu alpha theta educational foundation inc,mu alpha theta educ foundat inc
237185306,CATHOLIC WOMENS LEAGUE OF SIOUX CITY IOWA INC,0,catholic womens league sioux city iowa inc,cathol women leagu sioux citi iowa inc
421323436,REALTOR FOUNDATION OF IOWA,0,realtor foundation iowa,realtor foundat iowa
208715443,BRISTOW GOLF COURSE BOARD INC,0,bristow golf course board inc,bristow golf cours board inc
300616938,HANDS OF HOPE ADOPTION AND ORPHAN CARE MINISTRY INC HANDS OF HOPE,0,hands hope adoption orphan care ministry inc hands hope,hand hope adopt orphan care ministri inc hand hope
363139766,AMERICAN SOKOL ORGANIZATION AND EDUCATIONAL AND PHYSICAL CULTURE O CHICAGOLAND SOKOL,0,american sokol organization educational physical culture chicagoland sokol,american sokol organ educ physic cultur chicagoland sokol
366098726,UNITED STATES HANDBALL ASSOCIATION,0,united states handball association,unit state handbal associ
800501572,WOMEN OF DIVINE PURPOSE MINISTRY,0,women divine purpose ministry,women divin purpos ministri
463598493,D19 TRANSPORTATION SERVICE D19 CAB SERVICE,0,transportation service cab service,transport servic cab servic
911078195,SEATTLE COMMUNITY COLLEGE PARENT COOPERATIVE PRESCHOOL ARBOR HEIGHTS,0,seattle community college parent cooperative preschool arbor heights,seattl commun colleg parent cooper preschool arbor height
43634062,BOURNE INC,0,bourne inc,bourn inc
271489244,DOWAGIAC ATHLETIC BOOSTERS,0,dowagiac athletic boosters,dowagiac athlet booster
912030527,OWATONNA YOUTH FASTPITCH SOFTBALL ASSOCIATION,0,owatonna youth fastpitch softball association,owatonna youth fastpitch softbal associ
263163197,ACCESS SPORTS INCORPORATED,0,access sports incorporated,access sport incorpor
131484145,WOMENS CITY CLUB OF NEW YORK INC,0,womens city club new york inc,women citi club new york inc
46035973,BOSTON LATIN SCHOOL ASSOCIATION,0,boston latin school association,boston latin school associ
113764984,ST STEPHENS ACADEMY,0,st stephens academy,st stephen academi
621212207,ELAINE HOLLMER MINISTRIES INC,0,elaine hollmer ministries inc,elain hollmer ministri inc
954755210,COALITION OF PET AND PUBLIC SAFETY,0,coalition pet public safety,coalit pet public safeti
352077713,SHELTERING WINGS CENTER FOR WOMEN INC SHELTERING WINGS CENTER FOR WOMEN,0,sheltering wings center women inc sheltering wings center women,shelter wing center women inc shelter wing center women
560530234,RANDOLPH HOSPITAL INC,0,randolph hospital inc,randolph hospit inc
911028897,LAKE WASHINGTON ROWING CLUB,0,lake washington rowing club,lake washington row club
470655586,TOWN AND COUNTRY HUMANE SOCIETY,0,town country humane society,town countri human societi
363952696,ILLINOIS PERFORMANCE EXCELLENCE,0,illinois performance excellence,illinoi perform excel
460771608,INSULIN FOR LIFE USA INC,0,insulin life usa inc,insulin life usa inc
590652592,GFWC TAMPA WOMANS CLUB INC,0,gfwc tampa womans club inc,gfwc tampa woman club inc
261150435,STEM FOR LIFE FOUNDATION,0,stem life foundation,stem life foundat
262613979,DENTON DOG DAYS,0,denton dog days,denton dog day
680008936,IN DEFENSE OF ANIMALS,0,defense animals,defens anim
383028990,MICHIGAN ASSOCIATION OF CENTERS FOR INDEPENDENT LIVING DISABILITY NETWORK MICHIGAN,0,michigan association centers independent living disability network michigan,michigan associ center independ live disabl network michigan
810536588,ART MOBILE OF MONTANA,0,art mobile montana,art mobil montana
475255658,ITS POSSIBLE FOUNDATION INC,0,possible foundation inc,possibl foundat inc
350868125,LUTHERAN UNIVERSITY ASSOCIATION,0,lutheran university association,lutheran univers associ
460531054,ENTREPRENEUR CENTER NORTHWEST TENNESSEE INC,0,entrepreneur center northwest tennessee inc,entrepreneur center northwest tennesse inc
364273977,ACADEMY OF COGNITIVE THERAPY FOUNDATION,0,academy cognitive therapy foundation,academi cognit therapi foundat
743197869,FRIENDS OF AUDUBON SCHOOL,0,friends audubon school,friend audubon school
231734361,MT CARMEL PUBLIC LIBRARY INC,0,mt carmel public library inc,mt carmel public librari inc
465720165,ALIGNED PROVIDERS OF EAST TEXAS,0,aligned providers east texas,align provid east texa
10218637,DEXTER PUBLIC HEALTH ASSOCIATION INC,0,dexter public health association inc,dexter public health associ inc
264219405,SOPRIS SUN LLC,0,sopris sun llc,sopri sun llc
201963585,INTERNATIONAL VR PHOTOGRAPHY ASSOCIATION,0,international vr photography association,intern vr photographi associ
208345272,FRIENDS OF YOUTH OPPORTUNITY BOSTON INC,0,friends youth opportunity boston inc,friend youth opportun boston inc
262410125,NEW HOPE FOR LIVING INC,0,new hope living inc,new hope live inc
520781390,AFRICAN WILDLIFE FOUNDATION,0,african wildlife foundation,african wildlif foundat
980151990,CENTRE FOR ECONOMIC POLICY RESEARCH,0,centre economic policy research,centr econom polici research
201042054,PTA GEORGIA CONGRESS LEVEL CREEK ES PTA,0,pta georgia congress level creek es pta,pta georgia congress level creek es pta
930801581,PORTLAND COMMUNITY MEDIA,0,portland community media,portland commun media
752738182,FAIROAKS OF DENTON INCORPORATED,0,fairoaks denton incorporated,fairoak denton incorpor
480788830,KANSAS FAMILY MEDICINE FOUNDATION,0,kansas family medicine foundation,kansa famili medicin foundat
270852084,INTOWN COLLABORATIVE MINISTRIES,0,intown collaborative ministries,intown collabor ministri
431632822,MISSOURI ASSOCIATION OF RURAL EDUCATION,0,missouri association rural education,missouri associ rural educ
260541427,LIFE RESOURCES OF GEORGIA INC,0,life resources georgia inc,life resourc georgia inc
263668111,ISRAEL ENERGY PARTNERSHIP INC,0,israel energy partnership inc,israel energi partnership inc
541382433,THE RICHMOND FORUM INC,0,richmond forum inc,richmond forum inc
364183338,AMERICANS BY VALUES,0,americans values,american valu
204372843,NEW YORK SUMMER MUSIC FESTIVAL INC,0,new york summer music festival inc,new york summer music festiv inc
943332630,CALIFORNIA FARMLINK,0,california farmlink,california farmlink
465036205,JERSEY SHORE FOOTBALL BOOSTER INC,0,jersey shore football booster inc,jersey shore footbal booster inc
521914273,DOWNTOWN PARTNERSHIP OF BALTIMORE FOUNDATION INC,0,downtown partnership baltimore foundation inc,downtown partnership baltimor foundat inc
390978445,VITERBO COLLEGE INC VITERBO UNIVERSITY,0,viterbo college inc viterbo university,viterbo colleg inc viterbo univers
330787451,SEAL BEACH AFFORDABLE HOUSING CORPORATION,0,seal beach affordable housing corporation,seal beach afford hous corpor
364520742,LOYOLA HIGH SCHOOL FOUNDATION,0,loyola high school foundation,loyola high school foundat
912096530,THE CENTER OF RATIONAL SPIRITUALITY,0,center rational spirituality,center ration spiritu
203392902,TWIG OF WESTCHESTER COUNTY NEW YORK INC,0,twig westchester county new york inc,twig westchest counti new york inc
562361393,RLE FOUNDATION FOR THE FUTURE,0,rle foundation future,rle foundat futur
263180981,I KNOW CASEY WOLF FOUNDATION INC,0,know casey wolf foundation inc,know casey wolf foundat inc
273384701,REALM CHARTER SCHOOLS,0,realm charter schools,realm charter school
432067871,A VOICE FOR THE NATIONS INC,0,voice nations inc,voic nation inc
231585002,DREXEL SWIM CLUB INC,0,drexel swim club inc,drexel swim club inc
800427864,CREATIVE CHRISTIAN MINISTRIES CREATIVE ACADEMY,0,creative christian ministries creative academy,creativ christian ministri creativ academi
150628338,NEWMAN FOUNDATION OF OSWEGO INC,0,newman foundation oswego inc,newman foundat oswego inc
272979254,AMERICANEW,0,americanew,americanew
271222113,AMATEUR ATHELTIC UNION OF THE UNITED STATES FELLOWSHIP OF DESERT ATHLETES,0,amateur atheltic union united states fellowship desert athletes,amateur athelt union unit state fellowship desert athlet
237209028,KIWANIS FOUNDATION OF NEW ENGLAND INC,0,kiwanis foundation new england inc,kiwani foundat new england inc
204599358,BAYOU CARE HOUSING INC,0,bayou care housing inc,bayou care hous inc
237064157,CLINTON COUNTY HISTORICAL SOCIETY,0,clinton county historical society,clinton counti histor societi
951684070,FLORENCE CRITTENTON CENTER,0,florence crittenton center,florenc crittenton center
752854549,MHS CHEERLEADERS SPIRIT CLUB,0,mhs cheerleaders spirit club,mh cheerlead spirit club
931323418,NEW DIRECTIONS EDUCATION PROJECT,0,new directions education project,new direct educ project
470825950,CONCORD MEDIATION CENTER,0,concord mediation center,concord mediat center
201405438,WESTMINSTER FOUNDATION,0,westminster foundation,westminst foundat
231676257,SOUTHAMPTON FREE LIBRARY,0,southampton free library,southampton free librari
112608012,THE LAKE PLACID SINFONIETTA INC,0,lake placid sinfonietta inc,lake placid sinfonietta inc
411845488,WINONA AREA AMBULANCE SERVICE INC,0,winona area ambulance service inc,winona area ambul servic inc
464658863,ALL HANDS ISRAEL INC,0,hands israel inc,hand israel inc
640819065,BICYCLE ADVOCACY GROUP OF MISSISSIPPI BIKE WALK MISSISSIPPI,0,bicycle advocacy group mississippi bike walk mississippi,bicycl advocaci group mississippi bike walk mississippi
830406578,LAKESIDE BOOSTERS PTA,0,lakeside boosters pta,lakesid booster pta
752967836,CENTER FOR CHURCH BASED TRAINING,0,center church based training,center church base train
362167735,COMMUNITY HOUSE,0,community house,commun hous
30463659,NUESTRO MUNDO INC,0,nuestro mundo inc,nuestro mundo inc
391983506,HEPBURN BOOTSTRAP FOUNDATION INC,0,hepburn bootstrap foundation inc,hepburn bootstrap foundat inc
593273230,TRUTH FOR YOUTH INC,0,truth youth inc,truth youth inc
42602523,DANVERS YOUTH HOCKEY ASSOCIATION INC,0,danvers youth hockey association inc,danver youth hockey associ inc
453186945,CLEVELAND MUSIC FOUNDATION INC,0,cleveland music foundation inc,cleveland music foundat inc
930754220,RESTORATION CAMPUS MINISTRY,0,restoration campus ministry,restor campu ministri
310990629,CHICAGO TRAIL VILLAGE INC,0,chicago trail village inc,chicago trail villag inc
452076230,TRAFFICK FREE INC,0,traffick free inc,traffick free inc
826007563,IDAHO GEM CLUB INC,0,idaho gem club inc,idaho gem club inc
311038456,NORTHWEST CHRISTIAN CHURCH,0,northwest christian church,northwest christian church
251893152,PITTSBURGH SOCIAL VENTURE PARTNERS,0,pittsburgh social venture partners,pittsburgh social ventur partner
752986434,BALLSHANERS INC,0,ballshaners inc,ballshan inc
521224496,DC METRO ACADEMY OF NUTRITION AND DIETETICS,0,dc metro academy nutrition dietetics,dc metro academi nutrit dietet
461048945,GLORY BOUND SADDLES,0,glory bound saddles,glori bound saddl
592480686,SOUTH FLORIDA FISHING CLASSIC INC,0,south florida fishing classic inc,south florida fish classic inc
112645641,MAKE A WISH FOUNDATION OF METRO NEW YORK AND WESTERN NEW YORK,0,make wish foundation metro new york western new york,make wish foundat metro new york western new york
272762076,HUGHESVILLE HURRICANES SPORTS ORGANIZATION INCORPORATED,0,hughesville hurricanes sports organization incorporated,hughesvil hurrican sport organ incorpor
208670825,LIBERTY HALL MUSEUM INC,0,liberty hall museum inc,liberti hall museum inc
721237918,HELPING HAND STORE FRONT MINISTRIES,0,helping hand store front ministries,help hand store front ministri
204278553,TASTE OF THE COMMUNITY INC GLOBAL WOMEN FOUNDATION,0,taste community inc global women foundation,tast commun inc global women foundat
391592374,GRANITE PEAK SKI TEAM INC,0,granite peak ski team inc,granit peak ski team inc
366156981,KIWANIS FOUNDATION ROCK ISLAND,0,kiwanis foundation rock island,kiwani foundat rock island
310783044,ANTIOCH TEMPLE BUILDING CORPORATION,0,antioch temple building corporation,antioch templ build corpor
710461532,THE LEARNING CENTER OF NORTH ARKANSAS,0,learning center north arkansas,learn center north arkansa
953826886,MING YA BUDDHIST FOUNDATION OF LOS ANGELES,0,ming ya buddhist foundation los angeles,ming ya buddhist foundat lo angel
311173414,BROOKVILLE COMMUNITY THEATRE,0,brookville community theatre,brookvil commun theatr
742726401,POTEET COMMUNITY LIVESTOCK FUND,0,poteet community livestock fund,poteet commun livestock fund
271107358,FULL COURT PEACE,0,full court peace,full court peac
341638790,VISITING NURSE ASSOCIATION OF CLEVELAND HOSPICE,0,visiting nurse association cleveland hospice,visit nurs associ cleveland hospic
912160214,WALDEN FAMILY SERVICES FOUNDATION INC,0,walden family services foundation inc,walden famili servic foundat inc
262525968,ADVOCATE HEALTH CARE NETWORK ADVOCATE CONDELL MEDICAL CENTER,0,advocate health care network advocate condell medical center,advoc health care network advoc condel medic center
200057042,CODALE CHILDRENS CLASSIC,0,codale childrens classic,codal children classic
900639750,INTERNATIONAL SOCIETY OF AUTOMATION INSTRUMENT SOC OF AMERICA LAFAYETTE,0,international society automation instrument soc america lafayette,intern societi autom instrument soc america lafayett
561682478,PTA NORTH CAROLINA CONGRESS PITTSBORO ELEMENTARY SCHOOL PTA,0,pta north carolina congress pittsboro elementary school pta,pta north carolina congress pittsboro elementari school pta
364505424,SILVER BOW MONTESSORI SCHOOL INC,0,silver bow montessori school inc,silver bow montessori school inc
454329874,NEWPORT BEACH JUNIOR LIFEGUARD FOUNDATION,0,newport beach junior lifeguard foundation,newport beach junior lifeguard foundat
431589841,BOLIVAR EDUCATIONAL ADVANCEMENT FOUNDATION,0,bolivar educational advancement foundation,bolivar educ advanc foundat
411376605,HILLTOP RESIDENCE INC,0,hilltop residence inc,hilltop resid inc
465739387,TEAM CMMD FOUNDATION,0,team cmmd foundation,team cmmd foundat
113149139,WOODHAVEN DISTRICT MANAGEMENT ASSOCIATION,0,woodhaven district management association,woodhaven district manag associ
272031888,INTERNATIONAL INSTITUTE FOR SUSTAINABLE TRANSPORTATION,0,international institute sustainable transportation,intern institut sustain transport
510256241,LITTLE LEAGUE BASEBALL INC 2080203 NEWARK NATIONAL LL,0,little league baseball inc newark national,littl leagu basebal inc newark nation
391736091,NEHEMIAH COMMUNITY DEVELOPMENT CORPORATION,0,nehemiah community development corporation,nehemiah commun develop corpor
582081304,JEFFERSON COUNTY FAIR ASSOCIATION INC,0,jefferson county fair association inc,jefferson counti fair associ inc
880453461,THRIVING CHURCHES INTERNATIONAL INC,0,thriving churches international inc,thrive church intern inc
376155345,SYMPHONY ORCHESTRA GUILD OF DECATUR,0,symphony orchestra guild decatur,symphoni orchestra guild decatur
264482327,HOSPICE SUPPORT FOUNDATION,0,hospice support foundation,hospic support foundat
810817252,AMERICAN PASSAGE INC,0,american passage inc,american passag inc
581949662,OPPORTUNITY INC,0,opportunity inc,opportun inc
300274501,ANCHORAGE SPORTSPLEX INC,0,anchorage sportsplex inc,anchorag sportsplex inc
150546396,AUXILIARY SERVICES STATE UNIVERSITY COLLEGE AT OSWEGO INC,0,auxiliary services state university college oswego inc,auxiliari servic state univers colleg oswego inc
112848726,BETHANY HOUSE OF NASSAU COUNTY CORPORATION,0,bethany house nassau county corporation,bethani hous nassau counti corpor
680068098,WEST COAST EQUINE FOUNDATION,0,west coast equine foundation,west coast equin foundat
237110152,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,0,los angeles centers alcohol drug abuse,lo angel center alcohol drug abus
205216176,NELSON ELITE CHEER ASSOCIATION INC,0,nelson elite cheer association inc,nelson elit cheer associ inc
203966143,CITIZENS FOR APEX PARKS,0,citizens apex parks,citizen apex park
590791022,THE FLORIDA MUSIC EDUCATORS ASSOCIATION INC,0,florida music educators association inc,florida music educ associ inc
300207842,HDI INC,0,hdi inc,hdi inc
470830054,MILFORD SCHOOLS FOUNDATION,0,milford schools foundation,milford school foundat
454623424,WADE SMITH FOUNDATION,0,wade smith foundation,wade smith foundat
412213119,VIETNAMESE BUDDHIST CULTURAL CENTER THANHDUC TEMPLE INC,0,vietnamese buddhist cultural center thanhduc temple inc,vietnames buddhist cultur center thanhduc templ inc
134227542,CAROLINA CHOCOLATE FESTIVAL INTERNATIONAL CHOCOLATE FESTIVAL,0,carolina chocolate festival international chocolate festival,carolina chocol festiv intern chocol festiv
311655877,LEADERSHIP AKRON,0,leadership akron,leadership akron
43183212,TURTLE WOODS CORPS,0,turtle woods corps,turtl wood corp
330287492,WORKFORCE DEVELOPMENT CORPORATION SOUTHEAST LOS ANGELES COUNTY INC,0,workforce development corporation southeast los angeles county inc,workforc develop corpor southeast lo angel counti inc
541633519,VIRGINIA BREAST CANCER FOUNDATION VBCF,0,virginia breast cancer foundation vbcf,virginia breast cancer foundat vbcf
731627224,1 LIQUID HOUSE,0,liquid house,liquid hous
474069731,MISSOURI AGRICULTURAL FOUNDATION,0,missouri agricultural foundation,missouri agricultur foundat
521040994,OPPORTUNITY ENTERPRISES INC,0,opportunity enterprises inc,opportun enterpris inc
900921006,SERRA INTERNATIONAL,0,serra international,serra intern
680560048,CHOTA COMMUNITY HEALTH SERVICES,0,chota community health services,chota commun health servic
870800728,HILLSDALE HIGH SCHOOL FOUNDATION INC,0,hillsdale high school foundation inc,hillsdal high school foundat inc
650479576,BEST OF THE REST STARS INC,0,best rest stars inc,best rest star inc
455518434,PLAZA ADVANTAGE HEALTH CORP,0,plaza advantage health corp,plaza advantag health corp
273554181,BITE ME CANCER,0,bite cancer,bite cancer
133149200,NEW YORK CITY GAY AND LESBIAN ANTI VIOLENCE PROJECT INC,0,new york city gay lesbian anti violence project inc,new york citi gay lesbian anti violenc project inc
912144422,THE BRIDGE FUND,0,bridge fund,bridg fund
455607001,VITAL VOLLEYBALL CLUB,0,vital volleyball club,vital volleybal club
800546414,CAMBRIDGE ASSESSMENT INC,0,cambridge assessment inc,cambridg assess inc
912002817,FURRY FRIENDS,0,furry friends,furri friend
660425840,INSTITUTO SOCIO ECONOMICO COMUNITARIO INC EDIF FUNSECO,0,instituto socio economico comunitario inc edif funseco,instituto socio economico comunitario inc edif funseco
520880656,MONTGOMERY CHILD CARE ASSOCIATION INC,0,montgomery child care association inc,montgomeri child care associ inc
383763401,STARK COUNTY CITIZENS MENTAL HEALTH TASK FORCE,0,stark county citizens mental health task force,stark counti citizen mental health task forc
416043663,CAMP JIM INC,0,camp jim inc,camp jim inc
870691007,NORTH AMERICAN GAMEBIRD FOUNDATION,0,north american gamebird foundation,north american gamebird foundat
931072814,CENTRAL VALLEY HARVESTER,0,central valley harvester,central valley harvest
570899724,HAMPTON COUNTY LITERACY COUNCIL,0,hampton county literacy council,hampton counti literaci council
311644205,JOHN AND ANNIE GLENN MUSEUM FOUNDATION,0,john annie glenn museum foundation,john anni glenn museum foundat
956092482,KIWANIS INTERNATIONAL INC K03619 PALM SPRINGS,0,kiwanis international inc k palm springs,kiwani intern inc k palm spring
481249787,PREMIERE BASKETBALL INC,0,premiere basketball inc,premier basketbal inc
911510293,HABITAT FOR HUMANITY INTERNATIONAL INC LEWISTON CLARKSTON PARTNERS HFH,0,habitat humanity international inc lewiston clarkston partners hfh,habitat human intern inc lewiston clarkston partner hfh
461879809,TEXAS POOL FOUNDATION,0,texas pool foundation,texa pool foundat
200130110,BARTHOLOMEW J LAWSON FOUNDATION FOR CHILDREN,0,bartholomew j lawson foundation children,bartholomew j lawson foundat children
320283851,BOYS AND GIRLS CLUB OF ROBERTSON COUNTY INC,0,boys girls club robertson county inc,boy girl club robertson counti inc
743183114,ARTS ON THE LAKE INC,0,arts lake inc,art lake inc
205658892,NORTHWEST GEORGIA WALK TO EMMAUSINC,0,northwest georgia walk emmausinc,northwest georgia walk emmausinc
112962487,495 STERLING PLACE HOUSING DEVELOPMENT FUND CORPORATION,0,sterling place housing development fund corporation,sterl place hous develop fund corpor
261761329,A FOUNDATION BUILDING STRENGTH INC,0,foundation building strength inc,foundat build strength inc
942674284,TURNING POINT FOUNDATION,0,turning point foundation,turn point foundat
43378826,RALPH TALBOT PRIMARY SCHOOL PTO,0,ralph talbot primary school pto,ralph talbot primari school pto
464099002,THE BREEMA CENTER,0,breema center,breema center
660489867,ACADEMIA EL PRINCIPITO INC ACADEMIA EL PRINCIPITO,0,academia el principito inc academia el principito,academia el principito inc academia el principito
680062639,FCL EDUCATIONAL FUND,0,fcl educational fund,fcl educ fund
452899458,THEOLOGICAL SEMINARY OF NEW JERSEY INC,0,theological seminary new jersey inc,theolog seminari new jersey inc
560994323,RALPH SCOTT LIFESERVICES INC,0,ralph scott lifeservices inc,ralph scott lifeservic inc
311792372,LAKELAND CONCERT BAND INC,0,lakeland concert band inc,lakeland concert band inc
951979607,AL ANON FAMILY GROUPS OFFICE OF SOUTHERN CALIFORNIA INC,0,al anon family groups office southern california inc,al anon famili group offic southern california inc
460429675,CAPITOL AREA SOCCER ASSOCIATION,0,capitol area soccer association,capitol area soccer associ
233013094,SUSQUEHANNA WARRIOR TRAIL COUNCIL,0,susquehanna warrior trail council,susquehanna warrior trail council
743043361,MARSH HAWK LAND TRUST INC,0,marsh hawk land trust inc,marsh hawk land trust inc
593616243,UNITED IN CHRIST MINISTRY WORLDWIDE INC,0,united christ ministry worldwide inc,unit christ ministri worldwid inc
731431290,OKLAHOMA ANIMAL CARE FOUNDATION,0,oklahoma animal care foundation,oklahoma anim care foundat
371444771,MACARTHUR BEAUTIFICATION GROUP,0,macarthur beautification group,macarthur beautif group
222014825,HAYTOWN ROAD NURSERY SCHOOL,0,haytown road nursery school,haytown road nurseri school
550740743,ROANE COUNTY COLLEGE SCHOLARSHIP FOUNDATION INC,0,roane county college scholarship foundation inc,roan counti colleg scholarship foundat inc
472689061,IVEY AWARDS,0,ivey awards,ivey award
810506868,PRICKLY PEAR LAND TRUST,0,prickly pear land trust,prickli pear land trust
237178045,TWIN W FIRST AID SQUAD INC,0,twin w first aid squad inc,twin w first aid squad inc
275230031,FITNESS 4 CHANGE,0,fitness change,fit chang
200380726,HEART RHYTHM FOUNDATION INC,0,heart rhythm foundation inc,heart rhythm foundat inc
205647589,FAMILY PROMISE OF BEAUFORT COUNTY,0,family promise beaufort county,famili promis beaufort counti
731404732,MOTORCYCLE TRAINING AND SAFETY CENTER INC M T S C INC,0,motorcycle training safety center inc c inc,motorcycl train safeti center inc c inc
237154673,SAINT PATRICKS SCHOLARSHIP FUND INC,0,saint patricks scholarship fund inc,saint patrick scholarship fund inc
541175620,MOUNTAIN EMPIRE COMMUNITY COLLEGE FOUNDATION,0,mountain empire community college foundation,mountain empir commun colleg foundat
208404257,DH FAMILY MEDICINE NASHUA INC,0,dh family medicine nashua inc,dh famili medicin nashua inc
237424765,CORTLAND COUNTY YOUTH HOCKEY ASSOCIATION INC,0,cortland county youth hockey association inc,cortland counti youth hockey associ inc
223086330,PEACEWORKS INC,0,peaceworks inc,peacework inc
592988744,FROSTPROOF CARE CENTER INC,0,frostproof care center inc,frostproof care center inc
60655131,MASONICARE HEALTH CENTER,0,masonicare health center,masonicar health center
841644603,TEXSAR INC,0,texsar inc,texsar inc
391911104,WISCONSIN DEMOCRACY CAMPAIGN INC,0,wisconsin democracy campaign inc,wisconsin democraci campaign inc
61623650,BANDITS PLACE INC,0,bandits place inc,bandit place inc
363062416,SPECIAL RECREATION ASSOCIATION OF CENTRAL LAKE COUNTY,0,special recreation association central lake county,special recreat associ central lake counti
203394790,THE DAYMAR FOUNDATION INC,0,daymar foundation inc,daymar foundat inc
383623100,NORTHPORT COMMUNITY ARTS CENTER INC,0,northport community arts center inc,northport commun art center inc
942925798,OAKLAND YOUTH LACROSSE SKYLINE LACROSSE CLUB,0,oakland youth lacrosse skyline lacrosse club,oakland youth lacross skylin lacross club
900803852,TEAM TASSY,0,team tassy,team tassi
411812914,SEASONS HOSPICE,0,seasons hospice,season hospic
300212507,FRIENDS OF THE UNIVERSITY OF SURREY INC,0,friends university surrey inc,friend univers surrey inc
273181226,NORTH CAROLINA ASSOCIATION OF FEEDING AMERICA FOOD BANKS,0,north carolina association feeding america food banks,north carolina associ feed america food bank
526045043,NATIONAL ASSOCIATION FOR MUSIC EDUCATION,0,national association music education,nation associ music educ
431377197,FULL EMPLOYMENT COUNCIL INC,0,full employment council inc,full employ council inc
850370156,TAOS VALLEY ACEQUIA ASSOCIATION,0,taos valley acequia association,tao valley acequia associ
581577640,GRANT PARK FAMILY HEALTH CENTER INC,0,grant park family health center inc,grant park famili health center inc
810560081,BREAKTHROUGH MINISTRIES,0,breakthrough ministries,breakthrough ministri
391567719,CLEAN WATER ACTION COUNCIL OF NORTHEAST WISCONSIN INC,0,clean water action council northeast wisconsin inc,clean water action council northeast wisconsin inc
942621058,SOUTHERN NEVADA JUNIOR GOLF ASSOCIATION INC FIRST TEE OF SOUTHERN NEVADA,0,southern nevada junior golf association inc first tee southern nevada,southern nevada junior golf associ inc first tee southern nevada
743126463,BAY AREA GREYHOUND ADOPTIONS,0,bay area greyhound adoptions,bay area greyhound adopt
522197262,STRIVE DC INC,0,strive dc inc,strive dc inc
800777859,CROSSROADS JOBS INC,0,crossroads jobs inc,crossroad job inc
43075981,GREEN NEWTON INC,0,green newton inc,green newton inc
366161806,NEW HORIZON CENTER FOR DEVELOPMENTALLY DISABLED,0,new horizon center developmentally disabled,new horizon center development disabl
841157625,LEAGUE FOR ANIMALS AND PEOPLE OF THE SUMMIT,0,league animals people summit,leagu anim peopl summit
954735797,BURNING BUSH INC,0,burning bush inc,burn bush inc
222291442,ASSOCIATION FOR PSYCHOLOGICAL TYPE,0,association psychological type,associ psycholog type
61540599,LITTLE LEAGUE BASEBALL INC 2070414 MAX SINOWAY LL,0,little league baseball inc max sinoway,littl leagu basebal inc max sinoway
300651903,BATTERY PARK ALUMNI ASSOCIATION,0,battery park alumni association,batteri park alumni associ
731617846,FRIENDS OF THE GROVE PUBLIC LIBRARY INC,0,friends grove public library inc,friend grove public librari inc
593343880,RED APPLE SCHOOL INC,0,red apple school inc,red appl school inc
930223960,ASANTE,0,asante,asant
752874323,SOUTHEAST FORT WORTH INC,0,southeast fort worth inc,southeast fort worth inc
462656795,BEAT THE BATTLE FOUNDATION,0,beat battle foundation,beat battl foundat
470762231,BEATRICE HOOPS BASKETBALL INC,0,beatrice hoops basketball inc,beatric hoop basketbal inc
261568517,MINNESOTA OPERATION LIFESAVER INC,0,minnesota operation lifesaver inc,minnesota oper lifesav inc
421746118,VARSITY W CLUB INC,0,varsity w club inc,varsiti w club inc
752684723,VALLEY GRANDE INSTITUTE FOR ACADEMIC STUDIES,0,valley grande institute academic studies,valley grand institut academ studi
592527684,PEACE RIVER CENTER PROPERTIES INC,0,peace river center properties inc,peac river center properti inc
237233021,HAZLETON ANIMAL SHELTER ASSOC,0,hazleton animal shelter assoc,hazleton anim shelter assoc
272258044,AMERICAN CHILDRENS CANCER FOUNDATION INC,0,american childrens cancer foundation inc,american children cancer foundat inc
860107517,HEARD MUSEUM,0,heard museum,heard museum
134053389,EPILEPSY COALITION OF NEW YORK STATE INC,0,epilepsy coalition new york state inc,epilepsi coalit new york state inc
521997317,WOMENS INSTITUTE FOR A SECURE RETIREMENT,0,womens institute secure retirement,women institut secur retir
272334832,LINCOLN PARK BOAT CLUB CHARITABLE OUTREACH,0,lincoln park boat club charitable outreach,lincoln park boat club charit outreach
473956165,PAWSITIVE EFFECTS INC,0,pawsitive effects inc,pawsit effect inc
911631944,WHATCOM FAMILY AND COMMUNITY NETWORK,0,whatcom family community network,whatcom famili commun network
200232022,CHILD REFUGE CENTERS INTERNATIONAL INC KENYA HOPE,0,child refuge centers international inc kenya hope,child refug center intern inc kenya hope
